Temperature,Rainfall,Soil_Type_Index,Humidity,Yield
33.65855770363159,95.83632056171285,4,64.33976492434253,5.5
28.523733438495515,187.08566027690682,1,61.75444326114804,5.5
28.772651172168292,140.0472892912491,4,67.13340068227888,5.5
27.7766622527015,168.04623495811296,3,49.29347386422565,5.5
22.243686354102877,174.22764631306458,1,56.9168957089818,5.5
27.920458373652348,94.47454583963463,1,76.34413648976904,5.5
28.18069062982308,179.69112979204144,4,51.35895952725225,5.5
35.389726337455855,140.6821355014312,1,65.3005238635997,5.5
27.422917105656634,88.00392770115651,3,83.99585302639657,5.5
28.904642027000836,142.67170967354792,0,57.704660574056334,5.5
27.89586469088427,151.00125570575872,4,73.47123264432058,5.5
24.493965887141403,179.6815945633981,3,69.81755641685139,5.5
31.42846844354506,30.585448109632438,3,77.68664554740786,5.5
30.255799098060322,169.40681149383298,0,85.223545779549,5.5
30.373095841129143,124.40699715823035,4,58.46130766568625,5.5
25.271837635615782,190.49367232052458,0,66.322464844209,5.5
32.2083829328083,149.90669268578827,0,68.17627548524602,5.5
23.794446811623157,133.33092478225257,4,76.70520228939728,5.5
29.76057128140081,141.12498018618695,2,48.28376168310215,5.5
34.57136687742994,166.67048710955555,1,81.87432468799494,5.5
25.028391024607934,195.39547038356767,2,80.0374904836059,5.5
26.301106811191683,105.44443511624705,4,71.65302247879211,5.5
28.298954095262925,132.81700702838486,2,71.89990889471515,5.5
26.489573037651404,223.46730254093376,4,56.218262492343136,5.5
23.3480097068016,131.94441533565163,2,45.64734723243085,5.5
28.205688924418084,168.36248654076337,2,66.84863746633374,5.5
24.813088858821686,88.29040311568653,3,53.76038986267197,5.5
29.420777291905544,64.27463544182652,1,69.4378972825125,5.5
25.241727297298592,97.98975674760186,0,74.71972252295937,5.5
32.649803215052614,115.50539719911608,3,82.88331727984215,5.5
25.65024012299129,201.99555820237913,4,69.56981137935298,5.5
27.033815451382974,207.47631313436858,4,59.60994932951345,5.5
30.440551652109008,53.733984655227445,0,73.9375927344725,5.5
24.307407050698135,122.93774303540692,3,82.90143503186998,5.5
28.68237980381239,184.8894698520242,3,76.6600114315303,5.5
31.921428262847286,144.73234377843877,1,82.17282518052104,5.5
23.17755029631632,225.22792329087133,3,66.95552793734166,5.5
28.553901575596914,183.6750471065651,3,68.04326750821124,5.5
28.779648382745272,136.61574478555923,4,45.79270111798077,5.5
30.34546861533193,141.06653144354613,1,67.5415750503459,5.5
24.289147867365756,147.16050836975768,1,86.22681804570891,5.5
24.03863016074717,107.70213016195297,3,52.26081017414232,5.5
29.565824696850694,196.96070678247492,3,77.64622906496734,5.5
28.890954019699556,187.12144088707757,0,79.07746906112376,5.5
28.75147855103763,172.7135383826215,3,95.85480748700313,5.5
29.039344628490927,162.1287344678498,2,51.26094957792559,5.5
25.959925835264528,99.09011104834934,4,84.92189218167704,5.5
28.696761091483012,175.20965995708744,2,74.7646924956157,5.5
28.879217419896044,156.45512363323758,1,70.72709663417328,5.5
25.856945745920896,250.11345474872064,4,80.36738265896757,5.5
33.59732353343427,85.33544510426894,2,68.40526186422588,5.5
29.42149876273536,113.83523060553509,3,55.93487080870935,5.5
24.426089508392053,70.66777214414172,2,61.32038451715463,5.5
29.96966082590149,139.09901041164653,2,65.88834412996991,5.5
25.075954989318035,62.955031600225354,3,64.18227284252742,5.5
30.361253811227357,209.27508180842884,4,54.49404369290173,5.5
31.47578673702221,204.61186544350838,0,89.63190901927968,5.5
25.537953044944867,142.01840108046784,3,98.7514318757667,5.5
30.890128387732965,99.31391058848155,3,73.39154803743237,5.5
29.238342780809496,73.79487257203701,4,68.71802711154022,5.5
30.46618047998347,114.80676926797966,1,59.66363658572063,5.5
33.69037894796184,181.26856861704152,3,62.088581726087256,5.5
27.26383565199139,110.64736550050658,0,69.99561185108308,5.5
25.73879150692753,245.42880880033596,0,77.02288495070026,5.5
25.33145671112343,224.5347719949075,3,54.005363492477905,5.5
25.552569145103686,150.04119717022184,3,66.43940854004687,5.5
27.76869487175769,126.90658723990582,3,62.70585109491344,5.5
29.02345592444993,121.54020501267742,3,100.0,5.5
28.830072397990058,229.91883802630048,1,56.567175279322555,5.5
30.481549747108073,117.16523342213549,3,57.79836182554551,5.5
28.03900567563372,196.71844763666803,4,79.29845185235774,5.5
32.36060223147195,151.08961065341518,4,60.698365559228826,5.5
27.20602950028613,185.67811069620882,1,72.42716134619441,5.5
36.160507499768855,108.98013542156178,2,79.43819692774662,5.5
29.87700204329502,133.3540702239136,1,86.53034328622623,5.5
25.42852733075115,148.7908740148169,3,72.54962964988171,5.5
24.78732250581666,118.43166911647158,2,52.543750057100866,5.5
29.447417245729557,212.4612084687249,2,77.06904434552081,5.5
27.329611644022446,111.78459351669801,0,50.1164468757756,5.5
30.142001482276275,121.14839291949015,4,55.92065677315424,5.5
29.419712873720634,217.93500118139877,1,87.94886739125329,5.5
27.78151326202938,208.24636183977515,1,55.54085532162036,5.5
25.459618845794786,229.3989386162815,1,64.14374007886073,5.5
23.455458325942406,54.58634179612328,3,70.40997332608849,5.5
26.660455143798938,160.03613745209267,3,67.63327533614144,5.5
30.569196382970418,154.5140662315553,0,78.64421535320082,5.5
28.642281232390612,121.91335577770738,1,66.08858101134386,5.5
24.262783663864035,166.22296949285774,2,69.74675344277749,5.5
28.519542777553546,133.92791348245999,4,86.94246890482374,5.5
29.15595213918651,158.09961342014225,3,61.00109007409468,5.5
25.3484276913966,300.0,2,77.62806660585,5.5
28.461175317836584,165.8565382064229,0,57.00746432231048,5.5
28.174626155338,167.95657990514428,1,70.69596249537915,5.5
24.571089106508133,191.06096675079206,0,61.754212574326175,5.5
29.07336208104485,159.03222654981587,2,68.80977401417239,5.5
29.682353579104703,95.09836619199609,0,83.42107719326053,5.5
31.24915372952583,67.66441354283639,3,70.49845702407073,5.5
31.16140615610471,148.53544686490457,2,66.92896416850277,5.5
23.866991896128727,136.54444858133607,2,69.51140702860324,5.5
25.18652488025463,51.819895860916404,4,69.31310525756146,5.5
29.54510580162598,231.4696375811393,4,53.60824475677183,5.5
29.541357852736628,155.35015216827557,3,84.70802307381787,5.5
29.545143058918143,221.97181773322117,3,67.44798788312973,5.5
39.558194471964164,38.40688579539189,3,66.70173165841108,5.5
29.7126715320795,222.9243527877863,0,78.22421525547287,5.5
31.406696920541798,125.73974600247982,4,65.90317198921265,5.5
30.86200529047961,212.95789409250384,2,85.9617083520137,5.5
29.954173753917395,160.74342369048253,1,100.0,5.5
27.054192266078964,172.6628275959847,1,54.33230890554103,5.5
30.276907661479804,172.72585201391476,0,61.521190698481504,5.5
25.681524356387285,128.7431150944239,1,81.1936531930088,5.5
27.289544179779973,117.67426315652727,0,75.86010723360876,5.5
26.54390935651269,131.94199052529615,3,70.77018704356708,5.5
28.245622418158966,76.40453958503215,4,72.7116004097625,5.5
34.94397570002052,125.96448481532937,3,62.90716888383892,5.5
22.398204422224758,115.16042731281794,0,80.21254990686799,5.5
30.058780571123542,75.20473236652056,2,92.20232635319135,5.5
23.161852386431043,172.9333137859637,2,72.6685282422796,5.5
26.5842044026317,150.3858715966388,3,51.102503420847285,5.5
31.2668517909021,162.30211616585737,1,64.92214091130457,5.5
28.19284005728639,184.87253957308917,2,75.6301904106573,5.5
24.76676566621208,138.1069971389303,0,81.67707823774745,5.5
25.854088872220096,103.06417933549463,1,69.01798819324601,5.5
30.038793246804026,165.1971011653732,0,74.12505971073826,5.5
25.80890010484859,3.890169547957669,3,75.07608025991192,5.5
28.649375768745923,144.59524542563943,1,82.92740660744609,5.5
28.13671551971144,188.25843116863985,2,74.0855292821232,5.5
26.04519895718255,202.34626312048113,2,70.87054443995592,5.5
34.43183226797598,123.52783885614514,4,60.023029942484236,5.5
29.901757066954033,37.93063841453552,3,42.743477857600425,5.5
21.924572240027178,18.33670699873329,1,80.16397794069364,5.5
28.559362944308283,181.90260534431863,4,62.616982896551974,5.5
26.014640605694836,132.30084684467292,0,88.47223890487494,5.5
30.557300004388672,250.86495376516456,3,73.19398943386734,5.5
25.622437784701898,79.44481825422514,2,47.96490275447947,5.5
27.655790675599302,167.11679516626344,0,77.12441152097787,5.5
29.51496183694137,233.11758176312756,0,64.23210369970938,5.5
30.597265582510364,160.3230964888639,0,59.95379616118285,5.5
24.39911077883267,70.40324041544007,0,67.90496943154902,5.5
26.996496292477154,288.6305641552809,3,66.25589535634386,5.5
26.575164066517132,229.02937285230922,4,67.69725538391458,5.5
26.040012302278864,138.63769920541256,3,39.40936051687483,5.5
33.29636272084329,190.9477038775481,2,68.68010797266267,5.5
29.214945132882868,191.48305800344846,1,67.16957353278389,5.5
24.217348136994865,182.08855424329792,2,97.95106896116661,5.5
30.753585841164327,80.91276126491923,1,60.65700634240238,5.5
34.3664685910379,166.20788105598268,2,65.41730543538696,5.5
31.09739578165344,223.03578507962047,4,72.21319444131557,5.5
23.44189010213796,175.2263607875373,2,71.22298868111218,5.5
26.547297781401245,169.85755011537805,1,74.7771319518183,5.5
31.800733447559868,123.15878154257827,3,70.34620382895712,5.5
25.876991603143658,104.8010664743301,1,59.697321620470554,5.5
29.331458284438686,71.37413068352544,4,80.82923318996319,5.5
30.32390216028801,187.87322989638503,1,69.51820076420965,5.5
25.21920858526575,138.95578332093453,0,65.25666313325252,5.5
27.8214239318146,82.9310194226966,1,63.27338771785804,5.5
18.276197979792784,198.82043332535645,1,69.2691480992505,5.5
24.92683707599713,120.6544460233388,2,85.25271384381625,5.5
27.242295545820518,107.10675498792381,2,57.51801715604233,5.5
24.25665045410545,125.18759931448622,3,87.90125836680804,5.5
32.897233911794906,140.34553700801467,0,73.39319591306415,5.5
23.7095758661181,172.9011035257432,3,69.40822420546316,5.5
26.67986653990905,106.23432045053448,0,71.83661508777544,5.5
28.392221731858275,200.5186937746604,1,74.79476721496451,5.5
32.323819867198345,174.21147941979274,0,78.28575079835166,5.5
23.69241354646168,124.26686270204543,4,63.210939343295884,5.5
31.48949125646488,142.01050947133993,1,91.04986280537621,5.5
28.03069918305876,128.86845279540495,0,78.06696912615034,5.5
25.055474046856148,153.2932364417848,0,65.85911036799885,5.5
29.386310422789812,225.99369832189478,2,70.9850322265377,5.5
28.59717908672041,128.3531840728765,0,66.4080698242892,5.5
26.199349368523617,159.4732910896443,3,58.57307677484164,5.5
28.209406254970055,115.07086138426988,4,71.64470235562018,5.5
26.84405920941472,176.59775221014985,2,66.35999859255983,5.5
28.340552035753745,163.82033267586814,1,72.53323913048612,5.5
29.98639202356314,216.48088943380793,3,79.03050794272754,5.5
32.75805044843606,108.54048571681372,1,76.44953218253761,5.5
24.286553503519453,184.52876604748957,3,57.493134210692645,5.5
34.3991001239688,213.20417761842248,2,68.7240643846067,5.5
22.143736601432494,128.11911321258333,1,58.19753695041439,5.5
27.54464471489325,143.65232004325162,3,59.23662756439088,5.5
29.76495161945373,159.53690667072857,1,57.84454547947654,5.5
28.842975603205097,138.17106663277715,3,59.90653290333052,5.5
26.13190144053822,158.86595980408777,4,60.45299281975936,5.5
27.375633248928175,183.67181147059048,2,48.084236309377246,5.5
26.5209971960235,144.30119672871353,4,69.13866572953671,5.5
26.231905729167366,143.91006015961187,4,61.925081817975006,5.5
30.548806291063073,163.33308960548732,0,62.67516371006147,5.5
29.071046457895143,130.04157988820162,1,67.01503718237957,5.5
25.921271214218038,132.5143368882853,4,72.16530689671926,5.5
30.698799626299753,105.05698560019349,3,83.48938045422827,5.5
28.921898562629828,147.8929273711516,2,63.70819043749799,5.5
30.43858635651688,172.3874926560728,0,64.69680752790507,5.5
29.888886525770836,136.5431330215001,2,59.407201862004854,5.5
25.513014967233783,111.3244475499621,0,72.79958322631376,5.5
26.319456879409092,145.1891659359168,3,84.49556758664477,5.5
30.241880815369786,169.854392176798,4,58.0282055809885,5.5
29.831110796300393,156.39846451992955,4,75.86527480810291,5.5
27.937295218107554,261.47749861861394,0,79.37347634380319,5.5
28.351982149926346,117.1792044813196,4,74.63320327662008,5.5
31.832994687365275,142.48415508200293,3,75.95942030997573,5.5
26.22528583349251,188.96487326712645,4,62.717395259572335,5.5
29.641292143510114,115.26600745614891,1,61.40759397313555,5.5
27.39342204269832,246.41094387666743,4,88.58788756865805,5.5
27.34695639031834,150.23080351301263,0,65.0750159818541,5.5
31.29633055596157,178.05718938855784,0,68.25971781688902,5.5
30.47624904696409,150.9506817867937,4,73.13394545625296,5.5
30.440528908001916,200.9318972384446,4,71.89004109574189,5.5
31.916436421462986,96.8577750325944,3,80.018405800259,5.5
28.063011524898275,228.5923763848918,1,50.774476547228204,5.5
30.045858913884892,161.58594024867762,4,52.66801278538595,5.5
27.069199730219633,182.9229438440473,1,62.634455608906364,5.5
28.972499057465328,113.08123403850567,0,64.47619235061676,5.5
27.609570836896946,166.86215068737638,3,65.17214916099394,5.5
28.290987894978155,101.60050190940797,4,68.37492915430954,5.5
29.785471076310742,208.7822215321361,2,58.463236579910046,5.5
25.545337950299583,85.50957909375607,2,78.31586223266322,5.5
34.27716182705638,157.70867089094395,0,80.80541415534807,5.5
24.981947855500895,130.57869424227565,0,75.39512958346468,5.5
24.357434161636803,71.86860562390052,2,62.82345486848558,5.5
31.474332620500203,103.23206349268222,2,82.37627397913101,5.5
30.37498808188881,172.47968633922366,1,67.98018493893454,5.5
29.872359451156466,105.1721501127875,0,74.41308350068626,5.5
29.88503652779284,116.54147174279058,2,60.44491909886912,5.5
27.963259681459256,168.66722864201188,2,55.16480715967806,5.5
25.308236885542506,195.74207581172107,3,70.92563998524778,5.5
28.22741367458118,183.03882604986805,2,88.32142340872161,5.5
25.968514865463664,147.67114879634786,2,73.07167957021242,5.5
30.925359200253254,160.8819532059505,2,81.72674098906077,5.5
27.558827855493583,155.93728752145844,4,75.97752307733312,5.5
25.523508409622465,98.18220117264524,2,61.38676485911615,5.5
27.03584247504102,163.97195453568352,0,68.31688885514946,5.5
29.238794362826873,97.73702260054051,4,78.48841409391085,5.5
26.308826341588077,180.71380706706609,4,82.68926903004042,5.5
25.533338813300706,156.75678202233667,3,68.54643856309957,5.5
28.731061634475736,41.78999658965161,4,47.315721076998294,5.5
28.73489971332617,198.95585887231158,2,76.14223882850793,5.5
26.47917047388661,123.89841280761232,3,77.95098160606825,5.5
26.58688508314503,119.75979998336294,3,75.15703301635193,5.5
28.69614981207291,197.79517711353537,1,42.88305654890527,5.5
23.655746975508027,141.83690092000194,4,66.53752700879608,5.5
23.777608676870337,179.8706086389776,3,51.42836116760036,5.5
25.844667336242694,117.33221769665155,1,66.54702122185951,5.5
27.35965854486446,190.1834624818319,3,78.66436446631558,5.5
28.932722696794013,159.8600179853558,4,78.73004234593196,5.5
32.426068650848656,170.24583305755482,4,71.22099106359204,5.5
30.572978869606057,141.07381910104905,0,83.90042600561755,5.5
27.520184410109717,231.48849669214462,2,74.02417053985359,5.5
27.942951376291933,243.52216036636875,2,85.34803296481891,5.5
24.992411906086573,39.81413932059294,2,78.26524262109835,5.5
27.944460592022832,196.3177870854183,0,73.4649595396733,5.5
27.134024083239584,96.01296798413023,0,60.58004073227508,5.5
28.968155681014267,175.48384217505463,1,54.23762418755872,5.5
25.518307169343032,61.11619596763079,2,66.15783949436738,5.5
29.558039542723517,170.16191107496374,1,68.08758539039944,5.5
32.59821673900773,108.18812297005906,1,67.47414426190896,5.5
27.67371955462943,127.05894757762732,3,76.8267135597729,5.5
29.205135166296824,128.39529126943677,2,83.21674962969394,5.5
30.07043197513334,113.27246397341943,0,85.7309798604696,5.5
26.796338584342493,114.62957490094588,1,55.77291921367031,5.5
28.67227744543125,130.09929207903588,2,73.52878649602376,5.5
28.037777202345385,142.30344049578858,4,72.93882718205036,5.5
28.293028295646494,166.15659357055634,2,59.02833288772564,5.5
25.6809706484336,243.035454802654,1,53.936932753159255,5.5
28.073530522776828,102.65620642137179,4,55.4694930637649,5.5
29.493994873736348,156.3354344235772,2,53.403098972588595,5.5
32.353430823385125,188.6326211763309,4,62.78076112473164,5.5
30.87781247825562,114.55540238208752,1,75.41701807547034,5.5
34.45954737253467,37.1365000588044,3,66.23156399634834,5.5
25.697957311335852,54.53610425143374,2,57.801883376047904,5.5
30.616961910162033,38.97551636676009,3,54.79569812913081,5.5
28.550026017215057,227.00584423458002,4,66.1160794152055,5.5
34.56940879965302,180.70776453167153,2,68.97671831361781,5.5
25.575105143934547,187.79876804153145,0,59.35832617965103,5.5
25.480834473457673,199.07040361482456,3,64.56521417247563,5.5
26.201822063667933,121.22646465654262,3,67.23481565263006,5.5
21.62831282707058,265.15223490433465,4,80.93017507240913,5.5
26.422734934957717,166.77332965388388,1,67.49240234322733,5.5
25.722602015338907,146.36137415699508,0,60.436853785558114,5.5
28.451181359428624,205.50009072985603,1,98.5107823456095,5.5
29.025267927331477,183.36499365901125,2,57.910916339473175,5.5
33.62851251764766,216.75229649024203,1,76.91048293474032,5.5
30.85127151455815,219.69166223494165,3,61.189788616636584,5.5
26.26928903301279,132.33767285362723,0,59.22285409634106,5.5
25.304755985954927,159.35124104518297,2,49.40636096070277,5.5
29.47575751451952,104.54023166079548,2,76.40092733464908,5.5
24.039300378938073,68.58589140592727,3,59.77770018406182,5.5
33.494376297563065,191.83986090473206,1,79.3816540526548,5.5
31.538320362163862,197.851793197758,2,68.53699848390237,5.5
26.592473043685885,50.888003004434495,2,70.4224560064995,5.5
22.860596412727368,114.13959684630956,2,81.71585961082155,5.5
32.06161712249624,152.80416987934137,0,83.80499758389998,5.5
27.656380464242147,157.5693870900464,3,75.4093296706258,5.5
31.713448935920386,252.250045554071,2,78.81458094524535,5.5
23.216717023616898,118.65309412276935,0,71.6370831926219,5.5
26.201874931138683,141.4346762363422,0,56.6496527442997,5.5
28.01573109915455,182.49286870568142,4,81.64645794617853,5.5
28.140941781294227,132.48984540460629,2,71.71990791170295,5.5
26.649803585562267,124.75119347560678,4,74.53700464760868,5.5
29.868549797042498,120.64700451034102,4,69.47357933940351,5.5
24.797138711852217,161.6490127477954,0,75.04271392785246,5.5
27.57286154493612,141.2154778555495,2,67.59374270923485,5.5
28.360886895135696,184.12399853742824,0,79.95349814660204,5.5
29.543316502176246,167.87290701361508,1,78.73030313520738,5.5
30.13484463426667,4.23050977590421,2,63.867494427743715,5.5
24.626073724486393,62.423671281936564,1,67.87615038671971,5.5
23.397657487793133,124.96186424819547,1,74.38462324305301,5.5
31.83303046569553,199.00012946530896,3,51.43361832323383,5.5
28.996942035938776,117.4160779943259,1,63.29563238843298,5.5
25.75454039033034,168.72955757786096,1,69.09890007723938,5.5
32.65345592656757,179.9247867864307,4,63.897690259284175,5.5
28.347023902878576,177.01331291392262,2,72.39162941503703,5.5
31.53789155219148,122.62878600364421,1,58.82698401929088,5.5
28.202555444230327,92.59562453529784,4,68.94978167191559,5.5
34.18224377464596,84.38878069492148,0,52.233580926935225,5.5
33.26602252732961,298.5467601863838,0,64.89811114134264,5.5
27.253107554562778,172.7713148598729,2,68.8017112934192,5.5
30.914712852863065,242.02914551726118,1,59.53307031073079,5.5
29.936127848755444,108.34448690955875,3,73.29325621707788,5.5
32.105894672597046,212.41592216778756,3,73.14710424775946,5.5
25.105229618259685,126.15946566273409,1,76.65680490010135,5.5
30.05815437999532,148.55257786073182,0,49.379053116317905,5.5
31.175273460548762,135.68181069430034,0,77.89762615494195,5.5
22.723781540730656,106.02819746218066,4,78.80373591284881,5.5
24.450224462002673,106.78821586276337,4,77.34554430780605,5.5
21.882303466719698,148.0446348694356,3,64.87626565989095,5.5
27.191779496666328,120.64600984837678,4,65.5431236703081,5.5
30.152626767387886,156.33601161711127,1,65.62237800251978,5.5
32.507071156288085,108.10853439242719,4,72.57011155384424,5.5
28.222284341259325,185.3730443844248,2,62.288009746906454,5.5
32.88584663671388,127.0018290983966,3,59.17687858877953,5.5
23.859695625355325,231.8466930439369,0,63.87495880568999,5.5
22.889852681934535,147.46875401594164,4,79.30693309051416,5.5
27.833356903310143,144.89093078850502,2,55.05316143602187,5.5
29.152196346817924,230.17675373041618,0,78.44484941149639,5.5
27.90191575571772,125.23601076673113,4,59.27562500978934,5.5
21.79767369988037,129.6547092082419,1,89.38693561224318,5.5
27.732639881461633,114.95131009509095,3,84.16083899309001,5.5
24.08659149848544,160.22168549713965,0,87.66011826857415,5.5
30.009017646490115,113.24098389462938,0,60.44124072261626,5.5
29.099794738290544,188.83325087023348,2,72.98148969628627,5.5
25.180360641017934,147.67107268243,3,62.236378671976595,5.5
26.45839924798992,191.94452379637306,3,61.5575511273625,5.5
24.822359434333144,186.30924800937254,2,75.3859302152152,5.5
27.811962708180484,124.37586742219013,4,66.18525136922128,5.5
30.865426961503715,113.15133250197107,2,72.15197798443499,5.5
25.04282186099337,133.58198869619423,0,68.62063122956104,5.5
29.512139546553534,150.44340863185087,0,55.89524390724163,5.5
26.409227144882678,166.70110052201446,1,77.98326940288227,5.5
25.621381503212966,172.25656668272822,3,85.28448144072266,5.5
27.678908920136326,148.40365569363496,0,88.03401430846174,5.5
24.89427303274188,115.94102961330402,0,61.14648752623394,5.5
26.339052083958453,120.66879988011871,3,57.13605352763436,5.5
24.406366322233453,175.91768560817155,4,57.540598266856804,5.5
33.89417539874917,117.49082776535616,3,69.20801742922269,5.5
28.105790655915186,178.01172426368896,0,94.77403900933614,5.5
25.900823476022243,179.64802610230677,3,68.0957142258929,5.5
28.641939732202665,226.6958294659289,4,79.04639081575411,5.5
27.66301585092751,125.95731223520397,0,66.14929622624024,5.5
